compensation_status,accident_id,vehicle_id,fd_decision,circumstances,road_signs,road_surface,visibility,road_conditions,accident_date,address_id
VALIDATED_EIF,16141,26245.0,NG,,,1.0,2.0,1.0,2020-02-01 01:30:00+04:00,141147
VALIDATED_EIF,16141,26244.0,FG,2.0,,1.0,2.0,1.0,2020-02-01 01:30:00+04:00,141147
VALIDATED_EIF,16141,26244.0,FG,12.0,,1.0,2.0,1.0,2020-02-01 01:30:00+04:00,141147
VALIDATED_EIF,16141,26244.0,FG,35.0,,1.0,2.0,1.0,2020-02-01 01:30:00+04:00,141147
VALIDATED_EIF,16169,26324.0,NG,2.0,,1.0,1.0,2.0,2020-02-01 18:00:00+04:00,141548
VALIDATED_EIF,16169,26324.0,NG,12.0,,1.0,1.0,2.0,2020-02-01 18:00:00+04:00,141548
VALIDATED_EIF,16169,26324.0,NG,25.0,,1.0,1.0,2.0,2020-02-01 18:00:00+04:00,141548
VALIDATED_EIF,16169,26323.0,FG,,,1.0,1.0,2.0,2020-02-01 18:00:00+04:00,141548
VALIDATED_EIF,16176,26341.0,NG,,,1.0,1.0,1.0,2020-02-02 12:15:00+04:00,141641
VALIDATED_EIF,16176,26340.0,FG,2.0,,1.0,1.0,1.0,2020-02-02 12:15:00+04:00,141641
VALIDATED_EIF,16176,26340.0,FG,12.0,,1.0,1.0,1.0,2020-02-02 12:15:00+04:00,141641
VALIDATED_EIF,16176,26340.0,FG,30.0,,1.0,1.0,1.0,2020-02-02 12:15:00+04:00,141641
VALIDATED_EIF,16266,26320.0,FG,3.0,,1.0,1.0,1.0,2020-02-02 11:55:00+04:00,141524
VALIDATED_EIF,16266,26320.0,FG,15.0,,1.0,1.0,1.0,2020-02-02 11:55:00+04:00,141524
VALIDATED_EIF,16266,26319.0,FG,3.0,,1.0,1.0,1.0,2020-02-02 11:55:00+04:00,141524
VALIDATED_EIF,16266,26319.0,FG,12.0,,1.0,1.0,1.0,2020-02-02 11:55:00+04:00,141524
VALIDATED_EIF,16266,26319.0,FG,25.0,,1.0,1.0,1.0,2020-02-02 11:55:00+04:00,141524
VALIDATED_EIF,16310,50551.0,FG,2.0,,1.0,1.0,1.0,2020-02-02 17:15:00+04:00,142132
VALIDATED_EIF,16310,50551.0,FG,15.0,,1.0,1.0,1.0,2020-02-02 17:15:00+04:00,142132
VALIDATED_EIF,16310,26448.0,NG,,,1.0,1.0,1.0,2020-02-02 17:15:00+04:00,142132
VALIDATED_EIF,16334,26564.0,NG,2.0,,1.0,2.0,1.0,2020-02-02 21:58:00+04:00,142672
VALIDATED_EIF,16334,26564.0,NG,16.0,,1.0,2.0,1.0,2020-02-02 21:58:00+04:00,142672
VALIDATED_EIF,16334,26562.0,NG,2.0,,1.0,2.0,1.0,2020-02-02 21:58:00+04:00,142672
VALIDATED_EIF,16334,26562.0,NG,16.0,,1.0,2.0,1.0,2020-02-02 21:58:00+04:00,142672
VALIDATED_EIF,16334,26562.0,NG,29.0,,1.0,2.0,1.0,2020-02-02 21:58:00+04:00,142672
VALIDATED_EIF,16334,26562.0,NG,35.0,,1.0,2.0,1.0,2020-02-02 21:58:00+04:00,142672
VALIDATED_EIF,16334,26561.0,NG,3.0,,1.0,2.0,1.0,2020-02-02 21:58:00+04:00,142672
VALIDATED_EIF,16334,26561.0,NG,12.0,,1.0,2.0,1.0,2020-02-02 21:58:00+04:00,142672
VALIDATED_EIF,16334,26560.0,FG,,,1.0,2.0,1.0,2020-02-02 21:58:00+04:00,142672
VALIDATED_EIF,16387,26682.0,NG,,,1.0,1.0,3.0,2020-02-01 09:00:00+04:00,143284
VALIDATED_EIF,16387,26681.0,FG,2.0,,1.0,1.0,3.0,2020-02-01 09:00:00+04:00,143284
VALIDATED_EIF,16387,26681.0,FG,23.0,,1.0,1.0,3.0,2020-02-01 09:00:00+04:00,143284
VALIDATED_EIF,16419,26497.0,NG,,,1.0,1.0,2.0,2020-02-02 10:20:00+04:00,142380
VALIDATED_EIF,16419,26494.0,FG,3.0,,1.0,1.0,2.0,2020-02-02 10:20:00+04:00,142380
VALIDATED_EIF,16419,26494.0,FG,12.0,,1.0,1.0,2.0,2020-02-02 10:20:00+04:00,142380
VALIDATED_EIF,16419,26494.0,FG,30.0,,1.0,1.0,2.0,2020-02-02 10:20:00+04:00,142380
VALIDATED_EIF,16484,26698.0,FG,5.0,,1.0,1.0,3.0,2020-02-01 12:03:00+04:00,143326
VALIDATED_EIF,16484,26698.0,FG,12.0,,1.0,1.0,3.0,2020-02-01 12:03:00+04:00,143326
VALIDATED_EIF,16484,26697.0,NG,,,1.0,1.0,3.0,2020-02-01 12:03:00+04:00,143326
VALIDATED_EIF,16495,26742.0,NG,4.0,,1.0,1.0,3.0,2020-02-01 09:30:00+04:00,143437
VALIDATED_EIF,16495,26742.0,NG,12.0,,1.0,1.0,3.0,2020-02-01 09:30:00+04:00,143437
VALIDATED_EIF,16495,26742.0,NG,30.0,,1.0,1.0,3.0,2020-02-01 09:30:00+04:00,143437
VALIDATED_EIF,16495,26741.0,FG,8.0,,1.0,1.0,3.0,2020-02-01 09:30:00+04:00,143437
VALIDATED_EIF,16495,26741.0,FG,18.0,,1.0,1.0,3.0,2020-02-01 09:30:00+04:00,143437
VALIDATED_EIF,16495,26741.0,FG,30.0,,1.0,1.0,3.0,2020-02-01 09:30:00+04:00,143437
VALIDATED_EIF,16517,27753.0,NG,2.0,,1.0,2.0,3.0,2020-02-02 04:45:00+04:00,143461
VALIDATED_EIF,16517,27753.0,NG,20.0,,1.0,2.0,3.0,2020-02-02 04:45:00+04:00,143461
VALIDATED_EIF,16517,27753.0,NG,31.0,,1.0,2.0,3.0,2020-02-02 04:45:00+04:00,143461
VALIDATED_EIF,16517,26752.0,FG,5.0,,1.0,2.0,3.0,2020-02-02 04:45:00+04:00,143461
VALIDATED_EIF,16517,26752.0,FG,12.0,,1.0,2.0,3.0,2020-02-02 04:45:00+04:00,143461
VALIDATED_EIF,16521,26760.0,NG,3.0,,1.0,2.0,4.0,2020-02-01 21:45:00+04:00,143477
VALIDATED_EIF,16521,26760.0,NG,20.0,,1.0,2.0,4.0,2020-02-01 21:45:00+04:00,143477
VALIDATED_EIF,16521,26760.0,NG,31.0,,1.0,2.0,4.0,2020-02-01 21:45:00+04:00,143477
VALIDATED_EIF,16521,26760.0,NG,35.0,,1.0,2.0,4.0,2020-02-01 21:45:00+04:00,143477
VALIDATED_EIF,16521,26758.0,FG,,,1.0,2.0,4.0,2020-02-01 21:45:00+04:00,143477
VALIDATED_EIF,16584,26964.0,NG,4.0,,1.0,1.0,2.0,2020-02-01 12:05:00+04:00,144438
VALIDATED_EIF,16584,26964.0,NG,12.0,,1.0,1.0,2.0,2020-02-01 12:05:00+04:00,144438
VALIDATED_EIF,16584,26962.0,FG,4.0,,1.0,1.0,2.0,2020-02-01 12:05:00+04:00,144438
VALIDATED_EIF,16584,26962.0,FG,12.0,,1.0,1.0,2.0,2020-02-01 12:05:00+04:00,144438
VALIDATED_EIF,16625,26852.0,NG,2.0,,1.0,2.0,1.0,2020-02-04 00:10:00+04:00,143888
VALIDATED_EIF,16625,26852.0,NG,11.0,,1.0,2.0,1.0,2020-02-04 00:10:00+04:00,143888
VALIDATED_EIF,16625,26850.0,FG,,,1.0,2.0,1.0,2020-02-04 00:10:00+04:00,143888
VALIDATED_EIF,16656,26941.0,FG,3.0,,1.0,1.0,1.0,2020-02-02 11:50:00+04:00,144336
VALIDATED_EIF,16656,26941.0,FG,21.0,,1.0,1.0,1.0,2020-02-02 11:50:00+04:00,144336
VALIDATED_EIF,16656,26939.0,NG,,,1.0,1.0,1.0,2020-02-02 11:50:00+04:00,144336
VALIDATED_EIF,16656,26938.0,NG,,,1.0,1.0,1.0,2020-02-02 11:50:00+04:00,144336
VALIDATED_EIF,16669,26984.0,NG,2.0,,1.0,1.0,1.0,2020-02-03 08:40:00+04:00,144537
VALIDATED_EIF,16669,26984.0,NG,12.0,,1.0,1.0,1.0,2020-02-03 08:40:00+04:00,144537
VALIDATED_EIF,16669,26984.0,NG,25.0,,1.0,1.0,1.0,2020-02-03 08:40:00+04:00,144537
VALIDATED_EIF,16669,26984.0,NG,27.0,,1.0,1.0,1.0,2020-02-03 08:40:00+04:00,144537
VALIDATED_EIF,16669,26984.0,NG,30.0,,1.0,1.0,1.0,2020-02-03 08:40:00+04:00,144537
VALIDATED_EIF,16669,26983.0,FG,2.0,,1.0,1.0,1.0,2020-02-03 08:40:00+04:00,144537
VALIDATED_EIF,16669,26983.0,FG,12.0,,1.0,1.0,1.0,2020-02-03 08:40:00+04:00,144537
VALIDATED_EIF,16675,27000.0,NG,2.0,,1.0,1.0,1.0,2020-02-02 11:55:00+04:00,144627
VALIDATED_EIF,16675,27000.0,NG,12.0,,1.0,1.0,1.0,2020-02-02 11:55:00+04:00,144627
VALIDATED_EIF,16675,26999.0,FG,3.0,,1.0,1.0,1.0,2020-02-02 11:55:00+04:00,144627
VALIDATED_EIF,16675,26999.0,FG,12.0,,1.0,1.0,1.0,2020-02-02 11:55:00+04:00,144627
VALIDATED_EIF,16682,27042.0,NG,2.0,,1.0,1.0,1.0,2020-02-03 16:25:00+04:00,144800
VALIDATED_EIF,16682,27042.0,NG,12.0,,1.0,1.0,1.0,2020-02-03 16:25:00+04:00,144800
VALIDATED_EIF,16682,27035.0,FG,,,1.0,1.0,1.0,2020-02-03 16:25:00+04:00,144800
VALIDATED_EIF,16716,27048.0,NG,,,1.0,1.0,1.0,2020-02-03 17:45:00+04:00,144872
VALIDATED_EIF,16716,27047.0,FG,9.0,,1.0,1.0,1.0,2020-02-03 17:45:00+04:00,144872
VALIDATED_EIF,16716,27047.0,FG,15.0,,1.0,1.0,1.0,2020-02-03 17:45:00+04:00,144872
VALIDATED_EIF,16716,27047.0,FG,26.0,,1.0,1.0,1.0,2020-02-03 17:45:00+04:00,144872
VALIDATED_EIF,16776,27219.0,NG,4.0,,1.0,2.0,1.0,2020-02-03 21:10:00+04:00,145741
VALIDATED_EIF,16776,27219.0,NG,12.0,,1.0,2.0,1.0,2020-02-03 21:10:00+04:00,145741
VALIDATED_EIF,16776,27218.0,FG,4.0,,1.0,2.0,1.0,2020-02-03 21:10:00+04:00,145741
VALIDATED_EIF,16776,27218.0,FG,15.0,,1.0,2.0,1.0,2020-02-03 21:10:00+04:00,145741
VALIDATED_EIF,16818,27192.0,FG,,,1.0,1.0,1.0,2020-02-03 16:30:00+04:00,145605
VALIDATED_EIF,16818,27190.0,NG,9.0,,1.0,1.0,1.0,2020-02-03 16:30:00+04:00,145605
VALIDATED_EIF,16818,27190.0,NG,23.0,,1.0,1.0,1.0,2020-02-03 16:30:00+04:00,145605
VALIDATED_EIF,16882,27358.0,NG,,,1.0,1.0,2.0,2020-02-01 17:10:00+04:00,146412
VALIDATED_EIF,16882,27357.0,FG,4.0,,1.0,1.0,2.0,2020-02-01 17:10:00+04:00,146412
VALIDATED_EIF,16882,27357.0,FG,12.0,,1.0,1.0,2.0,2020-02-01 17:10:00+04:00,146412
VALIDATED_EIF,16882,27357.0,FG,25.0,,1.0,1.0,2.0,2020-02-01 17:10:00+04:00,146412
VALIDATED_EIF,16882,27357.0,FG,35.0,,1.0,1.0,2.0,2020-02-01 17:10:00+04:00,146412
VALIDATED_EIF,17008,27390.0,NG,,,1.0,7.0,2.0,2020-02-01 11:30:00+04:00,146497
VALIDATED_EIF,17008,27389.0,FG,4.0,,1.0,7.0,2.0,2020-02-01 11:30:00+04:00,146497
VALIDATED_EIF,17008,27389.0,FG,12.0,,1.0,7.0,2.0,2020-02-01 11:30:00+04:00,146497
VALIDATED_EIF,17067,27530.0,FG,2.0,,1.0,1.0,3.0,2020-02-04 14:40:00+04:00,147353
VALIDATED_EIF,17067,27530.0,FG,23.0,,1.0,1.0,3.0,2020-02-04 14:40:00+04:00,147353
VALIDATED_EIF,17067,27529.0,NG,2.0,,1.0,1.0,3.0,2020-02-04 14:40:00+04:00,147353
VALIDATED_EIF,17067,27529.0,NG,15.0,,1.0,1.0,3.0,2020-02-04 14:40:00+04:00,147353
VALIDATED_EIF,17076,27544.0,NG,2.0,,1.0,7.0,2.0,2020-02-04 14:00:00+04:00,147410
VALIDATED_EIF,17076,27544.0,NG,12.0,,1.0,7.0,2.0,2020-02-04 14:00:00+04:00,147410
VALIDATED_EIF,17076,27544.0,NG,28.0,,1.0,7.0,2.0,2020-02-04 14:00:00+04:00,147410
VALIDATED_EIF,17076,27543.0,FG,2.0,,1.0,7.0,2.0,2020-02-04 14:00:00+04:00,147410
VALIDATED_EIF,17076,27543.0,FG,12.0,,1.0,7.0,2.0,2020-02-04 14:00:00+04:00,147410
VALIDATED_EIF,17094,27611.0,NG,3.0,,1.0,1.0,3.0,2020-02-01 10:55:00+04:00,147785
VALIDATED_EIF,17094,27611.0,NG,12.0,,1.0,1.0,3.0,2020-02-01 10:55:00+04:00,147785
VALIDATED_EIF,17094,27608.0,FG,2.0,,1.0,1.0,3.0,2020-02-01 10:55:00+04:00,147785
VALIDATED_EIF,17094,27608.0,FG,11.0,,1.0,1.0,3.0,2020-02-01 10:55:00+04:00,147785
VALIDATED_EIF,17103,27370.0,NG,2.0,,1.0,2.0,2.0,2020-02-01 18:20:00+04:00,146447
VALIDATED_EIF,17103,27370.0,NG,23.0,,1.0,2.0,2.0,2020-02-01 18:20:00+04:00,146447
VALIDATED_EIF,17103,27368.0,FG,2.0,,1.0,2.0,2.0,2020-02-01 18:20:00+04:00,146447
VALIDATED_EIF,17103,27368.0,FG,12.0,,1.0,2.0,2.0,2020-02-01 18:20:00+04:00,146447
VALIDATED_EIF,17129,27427.0,FG,3.0,,1.0,6.0,2.0,2020-02-04 18:10:00+04:00,146690
VALIDATED_EIF,17129,27427.0,FG,12.0,,1.0,6.0,2.0,2020-02-04 18:10:00+04:00,146690
VALIDATED_EIF,17129,27426.0,NG,,,1.0,6.0,2.0,2020-02-04 18:10:00+04:00,146690
VALIDATED_EIF,17157,27476.0,NG,,,1.0,1.0,1.0,2020-02-04 09:45:00+04:00,147116
VALIDATED_EIF,17157,27475.0,FG,5.0,,1.0,1.0,1.0,2020-02-04 09:45:00+04:00,147116
VALIDATED_EIF,17157,27475.0,FG,12.0,,1.0,1.0,1.0,2020-02-04 09:45:00+04:00,147116
VALIDATED_EIF,17212,27602.0,NG,5.0,,1.0,2.0,1.0,2020-02-04 22:45:00+04:00,147745
VALIDATED_EIF,17212,27602.0,NG,12.0,,1.0,2.0,1.0,2020-02-04 22:45:00+04:00,147745
VALIDATED_EIF,17212,27601.0,FG,2.0,,1.0,2.0,1.0,2020-02-04 22:45:00+04:00,147745
VALIDATED_EIF,17212,27601.0,FG,12.0,,1.0,2.0,1.0,2020-02-04 22:45:00+04:00,147745
VALIDATED_EIF,17213,27606.0,NG,,,1.0,2.0,2.0,2020-02-05 01:20:00+04:00,147762
VALIDATED_EIF,17213,27605.0,NG,3.0,,1.0,2.0,2.0,2020-02-05 01:20:00+04:00,147762
VALIDATED_EIF,17213,27605.0,NG,19.0,,1.0,2.0,2.0,2020-02-05 01:20:00+04:00,147762
VALIDATED_EIF,17213,27605.0,NG,25.0,,1.0,2.0,2.0,2020-02-05 01:20:00+04:00,147762
VALIDATED_EIF,17213,27605.0,NG,30.0,,1.0,2.0,2.0,2020-02-05 01:20:00+04:00,147762
VALIDATED_EIF,17213,27604.0,FG,,,1.0,2.0,2.0,2020-02-05 01:20:00+04:00,147762
VALIDATED_EIF,17289,27810.0,NG,2.0,,1.0,6.0,2.0,2020-02-04 19:50:00+04:00,149015
VALIDATED_EIF,17289,27810.0,NG,12.0,,1.0,6.0,2.0,2020-02-04 19:50:00+04:00,149015
VALIDATED_EIF,17289,27810.0,NG,30.0,,1.0,6.0,2.0,2020-02-04 19:50:00+04:00,149015
VALIDATED_EIF,17289,27809.0,FG,,,1.0,6.0,2.0,2020-02-04 19:50:00+04:00,149015
VALIDATED_EIF,17306,27650.0,NG,2.0,,1.0,7.0,2.0,2020-02-04 19:05:00+04:00,147965
VALIDATED_EIF,17306,27650.0,NG,12.0,,1.0,7.0,2.0,2020-02-04 19:05:00+04:00,147965
VALIDATED_EIF,17306,27648.0,FG,2.0,,1.0,7.0,2.0,2020-02-04 19:05:00+04:00,147965
VALIDATED_EIF,17306,27648.0,FG,12.0,,1.0,7.0,2.0,2020-02-04 19:05:00+04:00,147965
VALIDATED_EIF,17360,27838.0,FG,2.0,,1.0,1.0,1.0,2020-02-03 08:55:00+04:00,149122
VALIDATED_EIF,17360,27838.0,FG,12.0,,1.0,1.0,1.0,2020-02-03 08:55:00+04:00,149122
VALIDATED_EIF,17360,27837.0,NG,2.0,,1.0,1.0,1.0,2020-02-03 08:55:00+04:00,149122
VALIDATED_EIF,17360,27837.0,NG,23.0,,1.0,1.0,1.0,2020-02-03 08:55:00+04:00,149122
VALIDATED_EIF,17360,27834.0,NG,4.0,,1.0,1.0,1.0,2020-02-03 08:55:00+04:00,149122
VALIDATED_EIF,17360,27834.0,NG,13.0,,1.0,1.0,1.0,2020-02-03 08:55:00+04:00,149122
VALIDATED_EIF,17360,27834.0,NG,29.0,,1.0,1.0,1.0,2020-02-03 08:55:00+04:00,149122
VALIDATED_EIF,17385,27908.0,NG,2.0,,1.0,1.0,1.0,2020-02-04 08:30:00+04:00,149354
VALIDATED_EIF,17385,27908.0,NG,12.0,,1.0,1.0,1.0,2020-02-04 08:30:00+04:00,149354
VALIDATED_EIF,17385,27907.0,FG,2.0,,1.0,1.0,1.0,2020-02-04 08:30:00+04:00,149354
VALIDATED_EIF,17385,27907.0,FG,12.0,,1.0,1.0,1.0,2020-02-04 08:30:00+04:00,149354
VALIDATED_EIF,17385,27907.0,FG,25.0,,1.0,1.0,1.0,2020-02-04 08:30:00+04:00,149354
VALIDATED_EIF,17385,27907.0,FG,30.0,,1.0,1.0,1.0,2020-02-04 08:30:00+04:00,149354
VALIDATED_EIF,17393,27953.0,NG,3.0,,1.0,2.0,1.0,2020-02-06 01:15:00+04:00,149494
VALIDATED_EIF,17393,27953.0,NG,13.0,,1.0,2.0,1.0,2020-02-06 01:15:00+04:00,149494
VALIDATED_EIF,17393,27952.0,FG,7.0,,1.0,2.0,1.0,2020-02-06 01:15:00+04:00,149494
VALIDATED_EIF,17393,27952.0,FG,12.0,,1.0,2.0,1.0,2020-02-06 01:15:00+04:00,149494
VALIDATED_EIF,17420,27893.0,NG,3.0,,1.0,2.0,2.0,2020-02-04 22:30:00+04:00,149317
VALIDATED_EIF,17420,27893.0,NG,11.0,,1.0,2.0,2.0,2020-02-04 22:30:00+04:00,149317
VALIDATED_EIF,17420,27892.0,FG,2.0,,1.0,2.0,2.0,2020-02-04 22:30:00+04:00,149317
VALIDATED_EIF,17420,27892.0,FG,20.0,,1.0,2.0,2.0,2020-02-04 22:30:00+04:00,149317
VALIDATED_EIF,17421,27895.0,NG,2.0,,1.0,2.0,2.0,2020-02-05 01:00:00+04:00,149322
VALIDATED_EIF,17421,27895.0,NG,12.0,,1.0,2.0,2.0,2020-02-05 01:00:00+04:00,149322
VALIDATED_EIF,17421,27894.0,FG,3.0,,1.0,2.0,2.0,2020-02-05 01:00:00+04:00,149322
VALIDATED_EIF,17421,27894.0,FG,12.0,,1.0,2.0,2.0,2020-02-05 01:00:00+04:00,149322
VALIDATED_EIF,17421,27894.0,FG,29.0,,1.0,2.0,2.0,2020-02-05 01:00:00+04:00,149322
VALIDATED_EIF,17423,27903.0,NG,,,1.0,1.0,2.0,2020-02-04 11:10:00+04:00,149341
VALIDATED_EIF,17423,27902.0,FG,2.0,,1.0,1.0,2.0,2020-02-04 11:10:00+04:00,149341
VALIDATED_EIF,17423,27902.0,FG,16.0,,1.0,1.0,2.0,2020-02-04 11:10:00+04:00,149341
VALIDATED_EIF,17423,27902.0,FG,25.0,,1.0,1.0,2.0,2020-02-04 11:10:00+04:00,149341
VALIDATED_EIF,17423,27902.0,FG,29.0,,1.0,1.0,2.0,2020-02-04 11:10:00+04:00,149341
VALIDATED_EIF,17423,27902.0,FG,30.0,,1.0,1.0,2.0,2020-02-04 11:10:00+04:00,149341
VALIDATED_EIF,17424,27905.0,NG,2.0,,1.0,1.0,1.0,2020-02-04 12:00:00+04:00,149346
VALIDATED_EIF,17424,27905.0,NG,12.0,,1.0,1.0,1.0,2020-02-04 12:00:00+04:00,149346
VALIDATED_EIF,17424,27905.0,NG,25.0,,1.0,1.0,1.0,2020-02-04 12:00:00+04:00,149346
VALIDATED_EIF,17424,27905.0,NG,30.0,,1.0,1.0,1.0,2020-02-04 12:00:00+04:00,149346
VALIDATED_EIF,17424,27904.0,FG,3.0,,1.0,1.0,1.0,2020-02-04 12:00:00+04:00,149346
VALIDATED_EIF,17424,27904.0,FG,12.0,,1.0,1.0,1.0,2020-02-04 12:00:00+04:00,149346
VALIDATED_EIF,17424,27904.0,FG,25.0,,1.0,1.0,1.0,2020-02-04 12:00:00+04:00,149346
VALIDATED_EIF,17424,27904.0,FG,29.0,,1.0,1.0,1.0,2020-02-04 12:00:00+04:00,149346
VALIDATED_EIF,17424,27904.0,FG,30.0,,1.0,1.0,1.0,2020-02-04 12:00:00+04:00,149346
VALIDATED_EIF,17424,27904.0,FG,33.0,,1.0,1.0,1.0,2020-02-04 12:00:00+04:00,149346
VALIDATED_EIF,17427,27922.0,NG,3.0,,1.0,7.0,2.0,2020-02-04 18:50:00+04:00,149385
VALIDATED_EIF,17427,27922.0,NG,20.0,,1.0,7.0,2.0,2020-02-04 18:50:00+04:00,149385
VALIDATED_EIF,17427,27922.0,NG,31.0,,1.0,7.0,2.0,2020-02-04 18:50:00+04:00,149385
VALIDATED_EIF,17427,27921.0,FG,2.0,,1.0,7.0,2.0,2020-02-04 18:50:00+04:00,149385
VALIDATED_EIF,17427,27921.0,FG,15.0,,1.0,7.0,2.0,2020-02-04 18:50:00+04:00,149385
VALIDATED_EIF,17429,27927.0,NG,2.0,,1.0,2.0,2.0,2020-02-04 20:15:00+04:00,149393
VALIDATED_EIF,17429,27927.0,NG,12.0,,1.0,2.0,2.0,2020-02-04 20:15:00+04:00,149393
VALIDATED_EIF,17429,27927.0,NG,30.0,,1.0,2.0,2.0,2020-02-04 20:15:00+04:00,149393
VALIDATED_EIF,17429,27926.0,FG,,,1.0,2.0,2.0,2020-02-04 20:15:00+04:00,149393
VALIDATED_EIF,17430,27931.0,NG,,,1.0,1.0,2.0,2020-02-04 12:50:00+04:00,149405
VALIDATED_EIF,17430,27930.0,FG,2.0,,1.0,1.0,2.0,2020-02-04 12:50:00+04:00,149405
VALIDATED_EIF,17430,27930.0,FG,12.0,,1.0,1.0,2.0,2020-02-04 12:50:00+04:00,149405
VALIDATED_EIF,17430,27930.0,FG,30.0,,1.0,1.0,2.0,2020-02-04 12:50:00+04:00,149405
VALIDATED_EIF,17432,27938.0,NG,,,5.0,1.0,2.0,2020-02-04 13:30:00+04:00,149420
VALIDATED_EIF,17432,27937.0,NG,,,5.0,1.0,2.0,2020-02-04 13:30:00+04:00,149420
VALIDATED_EIF,17432,27936.0,FG,2.0,,5.0,1.0,2.0,2020-02-04 13:30:00+04:00,149420
VALIDATED_EIF,17432,27936.0,FG,12.0,,5.0,1.0,2.0,2020-02-04 13:30:00+04:00,149420
VALIDATED_EIF,17432,27936.0,FG,30.0,,5.0,1.0,2.0,2020-02-04 13:30:00+04:00,149420
VALIDATED_EIF,17432,27936.0,FG,33.0,,5.0,1.0,2.0,2020-02-04 13:30:00+04:00,149420
VALIDATED_EIF,17435,27944.0,NG,2.0,,1.0,2.0,4.0,2020-02-05 00:30:00+04:00,149438
VALIDATED_EIF,17435,27944.0,NG,12.0,,1.0,2.0,4.0,2020-02-05 00:30:00+04:00,149438
VALIDATED_EIF,17435,27944.0,NG,25.0,,1.0,2.0,4.0,2020-02-05 00:30:00+04:00,149438
VALIDATED_EIF,17435,27943.0,FG,3.0,,1.0,2.0,4.0,2020-02-05 00:30:00+04:00,149438
VALIDATED_EIF,17435,27943.0,FG,12.0,,1.0,2.0,4.0,2020-02-05 00:30:00+04:00,149438
VALIDATED_EIF,17439,27959.0,NG,3.0,,1.0,2.0,2.0,2020-02-05 22:50:00+04:00,149517
VALIDATED_EIF,17439,27959.0,NG,23.0,,1.0,2.0,2.0,2020-02-05 22:50:00+04:00,149517
VALIDATED_EIF,17439,27958.0,FG,4.0,,1.0,2.0,2.0,2020-02-05 22:50:00+04:00,149517
VALIDATED_EIF,17439,27958.0,FG,12.0,,1.0,2.0,2.0,2020-02-05 22:50:00+04:00,149517
VALIDATED_EIF,17439,27958.0,FG,30.0,,1.0,2.0,2.0,2020-02-05 22:50:00+04:00,149517
VALIDATED_EIF,17442,27971.0,NG,2.0,,1.0,7.0,3.0,2020-02-01 10:20:00+04:00,149597
VALIDATED_EIF,17442,27971.0,NG,12.0,,1.0,7.0,3.0,2020-02-01 10:20:00+04:00,149597
VALIDATED_EIF,17442,27971.0,NG,25.0,,1.0,7.0,3.0,2020-02-01 10:20:00+04:00,149597
VALIDATED_EIF,17442,27969.0,FG,3.0,,1.0,7.0,3.0,2020-02-01 10:20:00+04:00,149597
VALIDATED_EIF,17442,27969.0,FG,12.0,,1.0,7.0,3.0,2020-02-01 10:20:00+04:00,149597
VALIDATED_EIF,17474,28073.0,NG,3.0,,1.0,2.0,5.0,2020-02-01 23:00:00+04:00,150205
VALIDATED_EIF,17474,28073.0,NG,15.0,,1.0,2.0,5.0,2020-02-01 23:00:00+04:00,150205
VALIDATED_EIF,17474,28073.0,NG,35.0,,1.0,2.0,5.0,2020-02-01 23:00:00+04:00,150205
VALIDATED_EIF,17474,28064.0,FG,4.0,,1.0,2.0,5.0,2020-02-01 23:00:00+04:00,150205
VALIDATED_EIF,17474,28064.0,FG,12.0,,1.0,2.0,5.0,2020-02-01 23:00:00+04:00,150205
VALIDATED_EIF,17474,28064.0,FG,25.0,,1.0,2.0,5.0,2020-02-01 23:00:00+04:00,150205
VALIDATED_EIF,17477,28072.0,NG,3.0,,1.0,1.0,2.0,2020-02-05 11:25:00+04:00,150250
VALIDATED_EIF,17477,28072.0,NG,12.0,,1.0,1.0,2.0,2020-02-05 11:25:00+04:00,150250
VALIDATED_EIF,17477,28072.0,NG,25.0,,1.0,1.0,2.0,2020-02-05 11:25:00+04:00,150250
VALIDATED_EIF,17477,28072.0,NG,30.0,,1.0,1.0,2.0,2020-02-05 11:25:00+04:00,150250
VALIDATED_EIF,17477,28072.0,NG,35.0,,1.0,1.0,2.0,2020-02-05 11:25:00+04:00,150250
VALIDATED_EIF,17477,28071.0,FG,2.0,,1.0,1.0,2.0,2020-02-05 11:25:00+04:00,150250
VALIDATED_EIF,17477,28071.0,FG,12.0,,1.0,1.0,2.0,2020-02-05 11:25:00+04:00,150250
VALIDATED_EIF,17477,28071.0,FG,25.0,,1.0,1.0,2.0,2020-02-05 11:25:00+04:00,150250
VALIDATED_EIF,17477,28071.0,FG,30.0,,1.0,1.0,2.0,2020-02-05 11:25:00+04:00,150250
VALIDATED_EIF,17504,27999.0,NG,3.0,,1.0,1.0,2.0,2020-02-05 08:55:00+04:00,149814
VALIDATED_EIF,17504,27999.0,NG,15.0,,1.0,1.0,2.0,2020-02-05 08:55:00+04:00,149814
VALIDATED_EIF,17504,27999.0,NG,25.0,,1.0,1.0,2.0,2020-02-05 08:55:00+04:00,149814
VALIDATED_EIF,17504,27999.0,NG,30.0,,1.0,1.0,2.0,2020-02-05 08:55:00+04:00,149814
VALIDATED_EIF,17504,27999.0,NG,31.0,,1.0,1.0,2.0,2020-02-05 08:55:00+04:00,149814
VALIDATED_EIF,17504,27998.0,FG,3.0,,1.0,1.0,2.0,2020-02-05 08:55:00+04:00,149814
