id,accident_id,plate_number,vin,body_number,vehicle_type_id,mark_code,model_code,driver_guilt_option_id,traffic_direction_from,traffic_direction_to,object_id,is_drunk,is_unidentified_vehicle,is_vehicle_left_accident,driver_comment,yellow_number,is_damaged,is_circumstance_inconsistency,is_traffic_direction_inconsistency,is_road_sign_inconsistency,is_collision_sequence_inconsistency,accident_number,accident_date,is_injured_person,is_property_damage,road_condition_id,weather_condition_id,illumination_condition_id,visibility_condition_id,accident_classification_id,model_img,model_scheme,other,address_id,road_surface_condition_id,id-2,is_confirmation_passed
102435,48477,11LM911,4T1BF1FK6CU043790,,2,265,223,3,????????,???????? 5,508487,FALSE,FALSE,FALSE,,,TRUE,,,,,ANK270620220105785,2022-06-27 13:05:00+04,FALSE,FALSE,1,,,1,2,,,,89679,1,48477,FALSE
102434,48477,89AD898,VF1HSRC9550872381,,2,226,246,3,???????? ?? 12/60,?????? ????????? ????????,508486,FALSE,FALSE,FALSE,,,TRUE,,,,,ANK270620220105785,2022-06-27 13:05:00+04,FALSE,FALSE,1,,,1,2,,,,89679,1,48477,FALSE
102528,48521,35DG628,XTA21150043607283,,2,280,81,3,?????,????,508680,FALSE,FALSE,FALSE,,,FALSE,,,,,AGE270620221045533,2022-06-27 10:45:00+04,FALSE,FALSE,1,,,1,2,,,,89763,1,48521,FALSE
102527,48521,61AF001,JA4MW51R62J059832,V75W2J059832,2,194,196,3,?????,????,508678,FALSE,FALSE,FALSE,,,FALSE,,,,,AGE270620221045533,2022-06-27 10:45:00+04,FALSE,FALSE,1,,,1,2,,,,89763,1,48521,FALSE
102680,48594,342AO61,LSY8CACFXJK01389,,5,821,3,3,?????? ??,???????? ???,508515,FALSE,FALSE,FALSE,"?? ??????? ??????? ? ????
5.5 ?????? ??????? ?????  ???????????",,TRUE,TRUE,,,,AYR270620220205049,2022-06-27 02:05:00+04,FALSE,FALSE,1,,,2,2,,,,89902,1,48594,FALSE
102681,48594,35GZ872,WDB2020201F382373,,2,190,36,3,?????? ??,???????? ???,508516,FALSE,FALSE,FALSE,?? ??????? ??????? ? ????,,TRUE,,,,,AYR270620220205049,2022-06-27 02:05:00+04,FALSE,FALSE,1,,,2,2,,,,89902,1,48594,FALSE
102792,48647,305SS60,XTT31519040567711,40006967,2,273,25,3,?????,???????,509208,FALSE,FALSE,FALSE,1 ????? ???????????? ?? ?????? ????? ? ????????? ??? ??????? ????? ?????????.,,TRUE,,,,,AAG270620220120484,2022-06-27 13:20:00+04,FALSE,FALSE,1,,,1,2,,,,89998,1,48647,FALSE
102791,48647,01XU002,JTJBT20X260109011,,2,170,11,3,?? ?????,??????,509193,FALSE,FALSE,FALSE,???????? ???,,TRUE,,,,,AAG270620220120484,2022-06-27 13:20:00+04,FALSE,FALSE,1,,,1,2,,,,89998,1,48647,FALSE
102887,48694,GEJB655BB,,,2,,,3,???????????,????????,508840,FALSE,FALSE,FALSE,5?2 ??????? ??????? 2 ??????,,,,,,,AYR270620221015476,2022-06-27 22:15:00+04,FALSE,FALSE,,,,,2,,,,90088,,48694,FALSE
102888,48694,GEGG666GC,,,2,,,3,,,508839,FALSE,FALSE,FALSE,5.2 1 ????? ??????? ? ?? ????????? ????????? ??????? ?????? ????? ?? ??????,,,,,,,AYR270620221015476,2022-06-27 22:15:00+04,FALSE,FALSE,,,,,2,,,,90088,,48694,FALSE
102905,48703,35TD927,W0L0TGF75Y2263167,,2,210,151,3,????? ????? ???,????? ????????,508926,FALSE,FALSE,FALSE,"5,2??? ???????? ??
???????? ? 2??????",,TRUE,,,,,AYR280620221240221,2022-06-28 00:40:00+04,FALSE,FALSE,1,,,2,2,,,,90105,1,48703,FALSE
102904,48703,77TX977,PY50-212198,,2,204,321,3,????? ????? ???,????? ???-????,508925,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR280620221240221,2022-06-28 00:40:00+04,FALSE,FALSE,1,,,2,2,,,,90105,1,48703,FALSE
102917,48709,GEGG666GC,,,2,,,3,,,508839,FALSE,FALSE,FALSE,5.2 1 ????? ??????? ? ?? ????????? ????????? ??????? ?????? ????? ?? ??????,,TRUE,,,,,AYR270620221015476,2022-06-27 22:15:00+04,FALSE,FALSE,,,,,2,,,,90117,,48709,FALSE
102916,48709,GEJB655BB,,,2,,,3,???????????,????????,508840,FALSE,FALSE,FALSE,5?2 ??????? ??????? 2 ??????,,TRUE,,,,,AYR270620221015476,2022-06-27 22:15:00+04,FALSE,FALSE,,,,,2,,,,90117,,48709,FALSE
102933,48718,37FF476,WVWZZZ1HZTW276123,,2,282,142,3,,,509219,FALSE,FALSE,FALSE,,,,,,,,ANK270620220920694,2022-06-27 21:20:00+04,FALSE,FALSE,,,,,2,,,,90129,,48718,FALSE
102934,48718,22SS074,X9627050060456421,2.70501E+13,1,93,181,1,?????? ???????,?????? ???,509303,FALSE,FALSE,FALSE,,,,,,,,ANK270620220920694,2022-06-27 21:20:00+04,FALSE,FALSE,,,,,2,,,,90129,,48718,FALSE
102945,48723,35DM532,,H57A-0035961,2,194,,3,??????????,??????????,509938,FALSE,FALSE,FALSE,,,TRUE,,,,,ASH280620221003172,2022-06-28 22:03:00+04,FALSE,FALSE,1,,,1,2,,,,90137,1,48723,FALSE
102944,48723,01DI011,4T1BF1FK8EU434975,,2,265,223,3,??????????,?????-????,509844,FALSE,FALSE,FALSE,,,TRUE,,,,,ASH280620221003172,2022-06-28 22:03:00+04,FALSE,FALSE,1,,,1,2,,,,90137,1,48723,FALSE
102965,48733,35ZZ787,WDB2100651B433645,,2,190,281,3,???????,?????????,509605,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR280620220320598,2022-06-28 15:20:00+04,FALSE,FALSE,1,,,1,2,,,,90154,1,48733,FALSE
102968,48733,51FR555,WDDHF5KB3CA584637,,2,190,284,3,???????,?????????,509582,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR280620220320598,2022-06-28 15:20:00+04,FALSE,FALSE,1,,,1,2,,,,90154,1,48733,FALSE
102967,48733,17DG001,XTT236321G1009014,316300G1009014,2,273,,3,???????,?????????,509606,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR280620220320598,2022-06-28 15:20:00+04,FALSE,FALSE,1,,,1,2,,,,90154,1,48733,FALSE
102966,48733,61TT600,WA1BY74L27D051608,,2,9,168,3,???????,?????????,509608,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR280620220320598,2022-06-28 15:20:00+04,FALSE,FALSE,1,,,1,2,,,,90154,1,48733,FALSE
103131,48814,87DM008,NT30-102208,,2,204,178,3,?????? ???,???????????,509853,FALSE,FALSE,TRUE,5.2 ??????????? ?????? ?????? ?????? ?????????????? ??????? ????,,TRUE,,,,,AYR270620220200659,2022-06-27 14:00:00+04,FALSE,FALSE,,,,,2,,,,90316,,48814,FALSE
103130,48814,167OV61,WV1ZZZ2EZ76036023,,1,282,23,3,?????????,????? ?????? ???????,509955,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR270620220200659,2022-06-27 14:00:00+04,FALSE,FALSE,,,,,2,,,,90316,,48814,FALSE
103175,48833,36AQ099,W0L0TGF48Y6082865,,2,210,13,3,???????,?????,509942,FALSE,FALSE,FALSE,"5,5 ?? ?????? ??????? ?? ????",,TRUE,,,,,AYR290620220248204,2022-06-29 14:48:00+04,FALSE,FALSE,1,,,1,2,,,,90354,1,48833,FALSE
103174,48833,37FS143,5J6RE4H38BL026677,,2,121,55,3,???????,?????,509943,FALSE,FALSE,FALSE,"5,3 ????? ?? ????????, ?????? ???????? ? ????",,TRUE,,,,,AYR290620220248204,2022-06-29 14:48:00+04,FALSE,FALSE,1,,,1,2,,,,90354,1,48833,FALSE
103180,48835,041AP61,LZZ5ELND8BN628382,,1,125,,3,?????,??????,509937,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220340132,2022-06-29 15:40:00+04,FALSE,FALSE,1,,,1,2,,,,90358,1,48835,FALSE
103179,48835,99TX199,4T1BF3EK6AU051141,,2,265,223,3,?????,???????,509843,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220340132,2022-06-29 15:40:00+04,FALSE,FALSE,1,,,1,2,,,,90358,1,48835,FALSE
103186,48838,37PA794,WBAWB33547PV70868,,2,26,60,3,???????????,??????????,509835,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220530636,2022-06-29 17:30:00+04,FALSE,FALSE,1,,,1,2,,,,90363,1,48838,FALSE
103185,48838,13KK013,WDC1569521J055161,,2,190,,3,????? ??????,???????????,509834,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220530636,2022-06-29 17:30:00+04,FALSE,FALSE,1,,,1,2,,,,90363,1,48838,FALSE
103188,48839,37NV953,YV4CZ982971366246,,2,283,135,3,???????,????????????,509891,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR280620220340725,2022-06-28 15:40:00+04,FALSE,FALSE,1,,,1,2,,,,90365,1,48839,FALSE
103187,48839,01UU221,WDDNG71X18A216148,,2,190,425,3,????? ???????,????????????,509890,FALSE,FALSE,FALSE,,,TRUE,TRUE,,,,AYR280620220340725,2022-06-28 15:40:00+04,FALSE,FALSE,1,,,1,2,,,,90365,1,48839,FALSE
103193,48841,01NN016,X4X3B19400J122096,,2,26,38,3,????????,?????,509824,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220625238,2022-06-29 18:25:00+04,FALSE,FALSE,1,,,1,2,,,,90369,1,48841,FALSE
103192,48841,09RR660,1J4GL48K57W655548,,2,139,26,3,???????,????????,509920,FALSE,FALSE,FALSE,5.3,,TRUE,,,,,AYR290620220625238,2022-06-29 18:25:00+04,FALSE,FALSE,1,,,1,2,,,,90369,1,48841,FALSE
103191,48841,90XV001,JM3KFBCM8M0358364,,2,188,285,3,?????,???????,509921,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220625238,2022-06-29 18:25:00+04,FALSE,FALSE,1,,,1,2,,,,90369,1,48841,FALSE
103195,48842,36MS414,W0L0JBF68X7085663,,2,210,127,3,???????? ???,???????? ???,510105,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220150731,2022-06-29 13:50:00+04,FALSE,FALSE,1,,,1,2,,,,90371,1,48842,FALSE
103194,48842,18NR881,WMWSU3C55BT095899,,2,193,1,3,????????,???????? ???,510018,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220150731,2022-06-29 13:50:00+04,FALSE,FALSE,1,,,1,2,,,,90371,1,48842,FALSE
103215,48851,79HG700,XTA21101071048111,,2,280,62,3,?????????,??? ????,509974,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR280620220910910,2022-06-28 09:10:00+04,FALSE,FALSE,,,,,2,,,,90387,,48851,FALSE
103214,48851,26LL361,,1279610,2,280,25,3,?????????,??? ????,509864,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR280620220910910,2022-06-28 09:10:00+04,FALSE,FALSE,,,,,2,,,,90387,,48851,FALSE
103213,48851,17CP177,4T1BF3EK6AU018754,,2,265,223,3,????????,??? ????,509865,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR280620220910910,2022-06-28 09:10:00+04,FALSE,FALSE,,,,,2,,,,90387,,48851,FALSE
103223,48855,231AN61,LSY8CACF6JK013440,,5,821,3,1,???????????,?????? ???,508993,FALSE,FALSE,FALSE,,,TRUE,,,,,ALR270620220405323,2022-06-27 04:05:00+04,FALSE,FALSE,,,,,2,,,,90395,,48855,FALSE
103222,48855,50YU100,XTA210740A2976444,XTA210740A2976444,2,,,3,,,508994,FALSE,FALSE,FALSE,,,TRUE,,,,,ALR270620220405323,2022-06-27 04:05:00+04,FALSE,FALSE,,,,,2,,,,90395,,48855,FALSE
103235,48861,35FA413,NMTBB4JE90R188033,,2,265,165,3,?????????,???????????,509832,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220440592,2022-06-29 16:40:00+04,FALSE,FALSE,,,,,2,,,,90407,,48861,FALSE
103234,48861,05LV010,1VWBP7A33DC071152,,2,282,256,3,??????????,???????????,509833,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220440592,2022-06-29 16:40:00+04,FALSE,FALSE,,,,,2,,,,90407,,48861,FALSE
103242,48864,36VV549,2C3JA43R05H600687,,2,45,5,3,?? ?????,?? ?????,508704,FALSE,FALSE,FALSE,,,TRUE,,,,,AAR270620220140047,2022-06-27 13:40:00+04,FALSE,FALSE,1,,,1,2,,,,90413,1,48864,FALSE
103241,48864,35XD232,WDB2020181A591675,,2,190,226,3,?? ?????,?? ?????,508703,FALSE,FALSE,FALSE,5.5 ??????? ?? ???????? ????????,,TRUE,,,,,AAR270620220140047,2022-06-27 13:40:00+04,FALSE,FALSE,1,,,1,2,,,,90413,1,48864,FALSE
103258,48872,37MG992,W0L0TGF48X2033058,,2,210,13,3,?????,???????????,510508,FALSE,FALSE,FALSE,,,TRUE,,,,,AAG270620220625747,2022-06-27 18:25:00+04,FALSE,FALSE,1,,,1,2,,,,90423,1,48872,FALSE
103257,48872,34PQ265,W0L0TGF48W5176027,,2,210,13,3,?????,?? ?????,510507,FALSE,FALSE,FALSE,,,TRUE,,,,,AAG270620220625747,2022-06-27 18:25:00+04,FALSE,FALSE,1,,,1,2,,,,90423,1,48872,FALSE
103277,48880,37DQ769,WDB1240261B277456,,2,190,105,3,???????? ?????,?? ???? ?????,510103,FALSE,FALSE,FALSE,5?3,,TRUE,,,,,AYR280620220120543,2022-06-28 13:20:00+04,FALSE,FALSE,,,,,2,,,,90438,,48880,FALSE
103276,48880,024LS01,X9L21230080231952,80231952,2,43,81,3,??????? ?????,"???????? ?????, ????",509901,FALSE,FALSE,FALSE,5?3,,TRUE,,,,,AYR280620220120543,2022-06-28 13:20:00+04,FALSE,FALSE,,,,,2,,,,90438,,48880,FALSE
103281,48882,55ZZ544,1J4FA44S65P351689,,2,139,16,3,?????????,?????????,509982,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620221014499,2022-06-29 10:14:00+04,FALSE,FALSE,1,,,1,2,,,,90441,1,48882,FALSE
103280,48882,37AD391,WDB2100651A713054,,2,190,281,3,??????? ???,???????????? ??? ???????? ???? ????????? ???????????,509983,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620221014499,2022-06-29 10:14:00+04,FALSE,FALSE,1,,,1,2,,,,90441,1,48882,FALSE
103288,48885,37FQ569,W0L0TGF48W5210511,,2,210,13,3,???????,?? ???????,509823,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220510664,2022-06-29 17:10:00+04,FALSE,FALSE,1,,,1,2,,,,90447,1,48885,FALSE
103287,48885,78GM778,XW7BE40K10S018037,,2,265,20,3,???????,?? ???????,509822,FALSE,FALSE,FALSE,"5?3 ???? ???, ???????? ??????? ????? ?, ?? ????????? ??????? ??? ? ?????",,TRUE,,,,,AYR290620220510664,2022-06-29 17:10:00+04,FALSE,FALSE,1,,,1,2,,,,90447,1,48885,FALSE
103286,48885,37FS210,WDB1240401C277847,,2,190,269,3,???????,?? ???????,509918,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220510664,2022-06-29 17:10:00+04,FALSE,FALSE,1,,,1,2,,,,90447,1,48885,FALSE
103298,48890,40SG077,5N1AR18B46C674144,,2,204,85,3,?????,??????,510005,FALSE,FALSE,FALSE,"??1-?  5.3 ??? ???????? ???, ???????? ??????? ? ?? ??????????????",,TRUE,,,,,AYR290620221139958,2022-06-29 11:39:00+04,FALSE,FALSE,1,,,1,2,,,,90455,1,48890,FALSE
103297,48890,36RM053,5NPDH4AE7DH226170,,2,127,129,3,?????,??????,510003,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620221139958,2022-06-29 11:39:00+04,FALSE,FALSE,1,,,1,2,,,,90455,1,48890,FALSE
103304,48893,37FO680,XTA210500H0889666,,2,280,37,3,?? ???????,?? ??????,510423,FALSE,FALSE,FALSE,"5?2 ??????? ? ??????
5?3",,TRUE,,,,,AAG270620220345905,2022-06-27 15:45:00+04,FALSE,FALSE,,,,,2,,,,90460,,48893,FALSE
103303,48893,37NA592,WOLOTGF48W5141889,,2,210,14,3,?? ???????,?? ??????,510422,FALSE,FALSE,FALSE,5.2 ???????? ? ??????? ??? ????????,,TRUE,,,,,AAG270620220345905,2022-06-27 15:45:00+04,FALSE,FALSE,,,,,2,,,,90460,,48893,FALSE
103310,48896,78RD787,1FADP3F25EL142640,,2,82,145,3,???? ?????????,??? ????? 5-?? ???????,509837,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220655663,2022-06-29 18:55:00+04,FALSE,FALSE,,,,,2,,,,90466,,48896,FALSE
103309,48896,707CD61,LDYGCS8V2M0017587,,4,552,,3,,,509838,FALSE,FALSE,FALSE,5.3 ????? ????????????? ?????????? ??????? ??? ????? ???????? ?? ????? ??????? ???????? ????????,,TRUE,,,,,AYR290620220655663,2022-06-29 18:55:00+04,FALSE,FALSE,,,,,2,,,,90466,,48896,FALSE
103325,48903,37DQ256,WDB2030451F060643,,2,190,229,3,????????,?????????,509885,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620221025491,2022-06-29 10:25:00+04,FALSE,FALSE,1,,,1,2,,,,90479,1,48903,FALSE
103324,48903,78QM878,C11-098722,,2,204,256,3,????????,??????? ???,509993,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620221025491,2022-06-29 10:25:00+04,FALSE,FALSE,1,,,1,2,,,,90479,1,48903,FALSE
103328,48905,08XS808,5YJ3E1EA0LF657456,,2,582,3,3,?????????? ??????,???????,509839,FALSE,FALSE,FALSE,"???????? ??? S2 5,2 ???? ??? ????,?? ?????????????? ? ???? ??? ????? ?????? ????????????",,TRUE,,,,,AYR290620220540774,2022-06-29 17:40:00+04,FALSE,FALSE,1,,,1,2,,,,90483,1,48905,FALSE
103329,48905,29LU549,XTH330210Y1789466,79200,1,93,81,3,?????????? ??????,???????,509840,FALSE,FALSE,FALSE,"???????? ??? ??? 5,3 ????? ????,?? ???????? ? ????? ????",,TRUE,,,,,AYR290620220540774,2022-06-29 17:40:00+04,FALSE,FALSE,1,,,1,2,,,,90483,1,48905,FALSE
103335,48908,01DS012,WDB2020261A683039,,2,190,244,3,?????????,????????????,509978,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220550776,2022-06-29 17:50:00+04,FALSE,FALSE,1,,,1,2,,,,90489,1,48908,FALSE
103334,48908,23QQ003,WDB2020181A485423,,2,190,226,3,?????????,????????????,509979,FALSE,FALSE,FALSE,"???????? ??? 5,3 ????????????????? ??????????",,TRUE,,,,,AYR290620220550776,2022-06-29 17:50:00+04,FALSE,FALSE,1,,,1,2,,,,90489,1,48908,FALSE
103337,48909,37GC057,XLRAS47MS0E996190,,1,53,107,3,???????,???????,509877,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220920323,2022-06-29 09:20:00+04,FALSE,FALSE,1,,,1,2,,,,90491,1,48909,FALSE
103336,48909,83ML777,WBAWL11029PZ75753,,2,26,51,3,????????,????????,509878,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220920323,2022-06-29 09:20:00+04,FALSE,FALSE,1,,,1,2,,,,90491,1,48909,FALSE
103357,48920,18LO500,XTA21101050888810,888810,2,280,142,3,????????,?????? ???,509113,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR270620220805460,2022-06-27 20:05:00+04,FALSE,FALSE,1,,,1,2,,,,90511,1,48920,FALSE
103356,48920,27FF700,WDB2110611A538122,,2,190,277,3,????????,?????? ???,509032,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR270620220805460,2022-06-27 20:05:00+04,FALSE,FALSE,1,,,1,2,,,,90511,1,48920,FALSE
103361,48922,70GQ101,WP1AB29P28LA34556,,2,218,23,3,???????????,??? ???????? ???? ????????? ????????,510006,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220645663,2022-06-29 18:45:00+04,FALSE,FALSE,1,,,1,2,,,,90515,1,48922,FALSE
103360,48922,37LX912,XTA21150054065855,,2,280,81,3,???????????,????????? ????????,509898,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220645663,2022-06-29 18:45:00+04,FALSE,FALSE,1,,,1,2,,,,90515,1,48922,FALSE
103369,48926,17SS923,,1331267,2,280,46,3,?????,???????? ??????,510014,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220150372,2022-06-29 13:50:00+04,FALSE,FALSE,1,,,1,2,,,,90521,1,48926,FALSE
103368,48926,15VV110,WBAHD6311MBJ63553,,2,26,75,3,????? ?????,?????????,510102,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220150372,2022-06-29 13:50:00+04,FALSE,FALSE,1,,,1,2,,,,90521,1,48926,FALSE
103371,48927,112AV61,Z7XN3R85HL0022269,,1,133,,3,?? ???????,????????,509883,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR280620220415391,2022-06-28 16:15:00+04,FALSE,FALSE,1,,,1,2,,,,90523,1,48927,FALSE
103370,48927,628LL62,X9633027362139461,3.30231E+13,1,93,363,3,?? ???????,????????,509991,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR280620220415391,2022-06-28 16:15:00+04,FALSE,FALSE,1,,,1,2,,,,90523,1,48927,FALSE
103372,48928,90PV001,TNJ32-150157,,2,204,183,3,?????????? ??,???????? ??,509899,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR280620221200302,2022-06-28 12:00:00+04,FALSE,FALSE,,,,,2,,,,90525,,48928,FALSE
103373,48928,48EL480,WBAHL61040DN94304,,2,26,106,3,????????? ??,?????????? ?? ???? ???? ???????,509897,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR280620221200302,2022-06-28 12:00:00+04,FALSE,FALSE,,,,,2,,,,90525,,48928,FALSE
103386,48935,31PI415,3FA6P0G76FR143798,,2,82,1031,3,????? ???,??????????? ??????,510916,FALSE,FALSE,FALSE,5.3 ?????? ??????? ? ?? ??????????????,,TRUE,,,,,AYR300620220430705,2022-06-30 16:30:00+04,FALSE,FALSE,,,,,2,,,,90536,,48935,FALSE
103385,48935,52FF005,YV2A4B3A6VB180028,,1,283,52,3,????? ???,?????????,510915,FALSE,FALSE,FALSE,"5.2 ???????? ???, ???? ?? ???? ??????? ??????? ??????????? ????????? ?????? ? ?? ??????",,TRUE,,,,,AYR300620220430705,2022-06-30 16:30:00+04,FALSE,FALSE,,,,,2,,,,90536,,48935,FALSE
103387,48936,36NG561,W0L0TGF75Y2082534,,2,210,151,3,?????? ?????,????????? ?????,510772,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR300620220731530,2022-06-30 19:31:00+04,FALSE,FALSE,,,,,2,,,,90538,,48936,FALSE
103388,48936,37AH337,WDBRF52H16A892721,,2,190,242,3,?????? ?????,????????? ?????,510682,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR300620220731530,2022-06-30 19:31:00+04,FALSE,FALSE,,,,,2,,,,90538,,48936,FALSE
103391,48937,36TC700,W0L0XCF2553048614,,1,210,,3,?????? 20/1,????????,510957,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR300620220410164,2022-06-30 16:10:00+04,FALSE,FALSE,,,,,2,,,,90540,,48937,FALSE
103390,48937,34UA656,XTH311000Y0951021,361348,2,93,101,3,??????,????????,510956,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR300620220410164,2022-06-30 16:10:00+04,FALSE,FALSE,,,,,2,,,,90540,,48937,FALSE
103389,48937,69TM969,KG11-026662,,2,204,276,3,??????,????????,510955,FALSE,FALSE,FALSE,5.3,,TRUE,,,,,AYR300620220410164,2022-06-30 16:10:00+04,FALSE,FALSE,,,,,2,,,,90540,,48937,FALSE
103402,48941,77NM077,MR0FB8CD200326336,,1,265,2,3,??????,??????????? ????????,511058,FALSE,FALSE,FALSE,,,TRUE,,,,,ANK010720220420987,2022-07-01 16:20:00+04,FALSE,FALSE,1,,,1,2,,,,90548,1,48941,FALSE
103401,48941,90QQ111,XTA210540A2185415,,2,280,5,3,???????? ?????,????????? ????????,511059,FALSE,FALSE,FALSE,,,TRUE,,,,,ANK010720220420987,2022-07-01 16:20:00+04,FALSE,FALSE,1,,,1,2,,,,90548,1,48941,FALSE
103404,48942,01UU701,XW7D13FV50S35665,,2,265,207,3,?????????,???????,510651,FALSE,FALSE,FALSE,,,TRUE,TRUE,,,,AYR290620221205729,2022-06-29 12:05:00+04,FALSE,FALSE,1,,,1,2,,,,90550,1,48942,FALSE
103403,48942,78BB878,GD1-1760398,,2,121,97,3,?????????,???????,510750,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620221205729,2022-06-29 12:05:00+04,FALSE,FALSE,1,,,1,2,,,,90550,1,48942,FALSE
103409,48944,379UL61,KMJWWH7W86U692344,,4,127,39,3,??????????,???????,510663,FALSE,FALSE,FALSE,,,TRUE,,,FALSE,,AYR290620220605375,2022-06-29 18:05:00+04,FALSE,FALSE,1,,,1,2,,,,90554,1,48944,FALSE
103408,48944,36VD166,H67W-0201186,,2,194,152,3,??????????,???????,510664,FALSE,FALSE,FALSE,,,TRUE,TRUE,,,,AYR290620220605375,2022-06-29 18:05:00+04,FALSE,FALSE,1,,,1,2,,,,90554,1,48944,FALSE
103415,48947,34OD494,WOL000087P7543261,,2,210,139,3,?????????,???????????,510755,FALSE,FALSE,FALSE,"???????? ??? 5,3,2",,TRUE,,,,,AYR290620220136124,2022-06-29 13:36:00+04,FALSE,FALSE,1,,,1,2,,,,90559,1,48947,FALSE
103414,48947,36FL578,5NPDH4AE7GH764050,,2,127,294,3,?????????,???????????,510756,FALSE,FALSE,FALSE,"5,3,2",,TRUE,,,,,AYR290620220136124,2022-06-29 13:36:00+04,FALSE,FALSE,1,,,1,2,,,,90559,1,48947,FALSE
103419,48949,78AL887,JTEAU25J950001902,,2,265,149,3,?????????,??????????,510670,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR290620220105479,2022-06-29 13:05:00+04,FALSE,FALSE,1,,,1,2,,,,90563,1,48949,FALSE
103418,48949,779CD61,LDYGCS8V8M0017609,,4,552,,3,?????????,?????????,510760,FALSE,FALSE,FALSE,"???????? ??? ????? ?????? ???, ???? ? ??????? ???",,TRUE,,,,,AYR290620220105479,2022-06-29 13:05:00+04,FALSE,FALSE,1,,,1,2,,,,90563,1,48949,FALSE
103421,48950,37LM482,SC11-075642,,2,204,306,3,??????????,?????,510691,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR300620220908424,2022-06-30 21:08:00+04,FALSE,FALSE,1,,,2,2,,,,90565,1,48950,FALSE
103420,48950,35AN337,JM7GH42F7B1216303,,2,188,17,3,????????,??????????,510690,FALSE,FALSE,FALSE,,,TRUE,,,,,AYR300620220908424,2022-06-30 21:08:00+04,FALSE,FALSE,1,,,2,2,,,,90565,1,48950,FALSE
103422,48951,GEWX120XW,,,1,,,3,?????????,????? ???,510659,FALSE,FALSE,FALSE,5?3,,TRUE,,,,,AYR290620220545036,2022-06-29 17:45:00+04,FALSE,FALSE,,,,,2,,,,90567,,48951,FALSE
103423,48951,34NM922,WF0LXXGBVLSE89549,,1,82,374,3,?????????,????? ???,510660,FALSE,FALSE,FALSE,"5.3 ???????? ???, ?? ???????? ? ?????",,TRUE,,,,,AYR290620220545036,2022-06-29 17:45:00+04,FALSE,FALSE,,,,,2,,,,90567,,48951,FALSE
103446,48962,55NR855,CU2W-0200967,,2,194,184,3,????,?????,509479,FALSE,FALSE,FALSE,,,TRUE,,,,,AKT280620220345137,2022-06-28 15:45:00+04,FALSE,FALSE,1,,,1,2,,,"34VU514 ??????? 5.2 ?????? ????? ? ? 1.??????? ????, 2. ?????? ????",90588,1,48962,FALSE
